충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도,위도,경도
서창3호 공영주차장,인천광역시 남동구 서창동 575-1,인천광역시 남동구 서창동 575-1,1,단독,사용가능,2023,37.4755762069831,126.626449228101
진주4호 공영주차장,인천광역시 남동구 만수동 895-4,인천광역시 남동구 만수동 895-4,1,단독,사용가능,2023,37.4582234604819,126.725841625763
독점 공영주차장,인천광역시 남동구 구월동 1210-16,인천광역시 남동구 구월동 1210-16,1,단독,사용가능,2023,37.4508075980128,126.712195553536
인천공항파출소,인천광역시 중구 흰바위로27번길 12,인천광역시 중구 흰바위로27번길 12,1,단독,사용가능,2023,37.7405632197252,126.491805868774
강화풍물시장 주차장,인천광역시 강화군 강화읍 중앙로 17-13,인천광역시 강화군 강화읍 중앙로 17-13,1,단독,사용가능,2023,37.7405632197252,126.491805868774
강화풍물시장 주차장,인천광역시 강화군 강화읍 중앙로 17-13,인천광역시 강화군 강화읍 중앙로 17-13,2,단독,사용가능,2023,37.493540588581,126.488356251827
인천환경공단 남항사업소,인천광역시 중구 서해대로94번길 93,,21,동시,사용가능,2024,37.5146739617898,126.438546109263
인천환경공단 남항사업소,인천광역시 중구 서해대로94번길 93,,22,동시,사용가능,2024,37.5146739617898,126.438546109263
북도면사무소,인천광역시 옹진군 북도면 시도로 76,,21,동시,사용가능,2024,37.4343090479955,126.627991201354
북도면사무소,인천광역시 옹진군 북도면 시도로 76,,22,동시,사용가능,2024,37.250124055316,126.473477881598
신도바다역,인천광역시 옹진군 북도면 신도로 5-1,,21,동시,사용가능,2024,37.4343090479955,126.627991201354
신도바다역,인천광역시 옹진군 북도면 신도로 5-1,,22,동시,사용가능,2024,37.5327770501371,126.42971127156
영흥화력사택,인천광역시 옹진군 영흥면 영흥남로36번길22,,1,단독,사용가능,2024,37.5327770501371,126.42971127156
인천환경공단 가좌사업소,인천광역시 서구 중봉대로211,,1,단독,사용가능,2024,37.4985579878521,126.647465620336
인천환경공단 가좌사업소,인천광역시 서구 중봉대로211,,2,단독,사용가능,2024,37.4985579878521,126.647465620336
인천 농림축산검역본부,인천광역시 미추홀구 주안로 129,,1,동시,사용가능,2024,37.4642128146529,126.683778650713
인천 농림축산검역본부,인천광역시 미추홀구 주안로 129,,2,단독,사용가능,2024,37.4642128146529,126.683778650713
인천동수중학교,인천광역시 부평구 동수로 8,,1,단독,상태미확인,2024,37.5322840014817,126.642099544013
인천 청라스퀘어7,인천광역시 서구 청라루비로 76,,1,동시,상태미확인,2025,37.4842841369033,126.719439063198
인천 청라스퀘어7,인천광역시 서구 청라루비로 76,,2,동시,상태미확인,2025,37.5322840014817,126.642099544013
인천백병원,인천광역시 동구 샛골로 214,인천백병원 지상주차장,1,동시,사용가능,2024,37.4817134417858,126.645831555171
인천백병원,인천광역시 동구 샛골로 214,인천백병원 지상주차장,11,동시,사용가능,2024,37.4817134417858,126.645831555171
섬뜰아래캠핑장,인천광역시 중구 대무의로 229,주차장,1,동시,사용가능,2024,37.3961217562738,126.424833855771
섬뜰아래캠핑장,인천광역시 중구 대무의로 229,주차장,11,동시,사용가능,2024,37.3961217562738,126.424833855771
인천 계양구 보건소,인천광역시 계양구 계양문화로 63,,1,동시,상태미확인,2022,37.5364276182387,126.736245223611
인천 계양구 보건소,인천광역시 계양구 계양문화로 63,,2,동시,상태미확인,2022,37.5364276182387,126.736245223611
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,1,동시,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,2,동시,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,3,동시,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,4,동시,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,5,단독,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,6,단독,상태미확인,2023,37.4638836461397,126.715343081376
인천 간석자유시장,인천광역시 남동구 백범로 312-1,주차장,1,동시,사용가능,2024,37.4638836461397,126.715343081376
인천 간석자유시장,인천광역시 남동구 백범로 312-1,주차장,2,동시,사용가능,2024,37.4217805131559,126.616526734516
인천 간석자유시장,인천광역시 남동구 백범로 312-1,주차장,3,단독,사용가능,2024,37.4638836461397,126.715343081376
인천 간석자유시장,인천광역시 남동구 백범로 312-1,주차장,4,단독,사용가능,2024,37.4638836461397,126.715343081376
인천 간석자유시장,인천광역시 남동구 백범로 312-1,주차장,5,단독,사용가능,2024,37.4638836461397,126.715343081376
인천 간석자유시장,인천광역시 남동구 백범로 312-1,주차장,6,단독,사용가능,2024,37.4638836461397,126.715343081376
인천 간석자유시장,인천광역시 남동구 백범로 312-1,주차장,7,단독,충전중,2024,37.4638836461397,126.715343081376
인천 간석자유시장,인천광역시 남동구 백범로 312-1,주차장,8,단독,사용가능,2024,37.4638836461397,126.715343081376
한국자산관리공사 인천지역본부,인천광역시 남동구 예술로 212,주차장,1,동시,상태미확인,2024,37.453008622219,126.701851470438
한국자산관리공사 인천지역본부,인천광역시 남동구 예술로 212,주차장,2,동시,상태미확인,2024,37.453008622219,126.701851470438
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,1,동시,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,2,동시,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,3,동시,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,4,동시,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,5,단독,상태미확인,2023,37.4217805131559,126.616526734516
인천세관 통합검사장,인천광역시 연수구 인천타워대로599번길 67,,6,단독,상태미확인,2023,37.4217805131559,126.616526734516
인천 만월1호공영주차장,인천광역시 남동구 서판로53번길 10,만수동 840,1,단독,사용가능,2023,37.4644137152876,126.726018758044
인천 만월1호공영주차장,인천광역시 남동구 서판로53번길 10,만수동 840,2,단독,사용가능,2023,37.4644137152876,126.726018758044
인천 만월1호공영주차장,인천광역시 남동구 서판로53번길 10,만수동 840,3,단독,사용가능,2023,37.4644137152876,126.726018758044
만수시장 공영주차장,인천광역시 남동구 만수로27번길 10-11,,1,단독,상태미확인,2023,37.4600465051125,126.731784256516
돌산마루1호 공영주차장,인천광역시 남동구 용천로176번길 70,,1,동시,사용가능,2023,37.4595563656351,126.71541611237
돌산마루1호 공영주차장,인천광역시 남동구 용천로176번길 70,,2,동시,사용가능,2023,37.4646318899621,126.718219496692
용천 공영주차장,인천광역시 남동구 석산로208번길 25,,1,동시,사용가능,2023,37.4595563656351,126.71541611237
용천 공영주차장,인천광역시 남동구 석산로208번길 25,,2,동시,사용가능,2023,37.4646318899621,126.718219496692
삼성스토어 연수송도,인천광역시 연수구 연수동 584-2 지젤하우스,,1,단독,상태미확인,2023,37.4144118969812,126.691169704307
삼성스토어 연수송도,인천광역시 연수구 연수동 584-2 지젤하우스,,2,단독,사용가능,2023,37.4144118969812,126.691169704307
삼성스토어 연수송도,인천광역시 연수구 연수동 584-2 지젤하우스,,3,단독,사용가능,2023,37.5363970602399,126.736238882015
인천 계양구 보건소,인천광역시 계양구 계산동 1077-2 계양구보건소,,1,동시,사용가능,2023,37.4144118969812,126.691169704307
인천 계양구 보건소,인천광역시 계양구 계산동 1077-2 계양구보건소,,2,동시,사용가능,2023,37.5363970602399,126.736238882015
만성중학교,인천광역시 남동구 인주대로 899,만성중학교,3,단독,상태미확인,2023,37.4492315266079,126.737983429839
만성중학교,인천광역시 남동구 인주대로 899,만성중학교,12,단독,상태미확인,2023,37.4492315266079,126.737983429839
만성중학교,인천광역시 남동구 인주대로 899,만성중학교,13,단독,상태미확인,2023,37.5322840014817,126.642099544013
청라스퀘어세븐,인천광역시 서구 청라루비로 76,청라스퀘어7,4,단독,상태미확인,2023,37.4492315266079,126.737983429839
청라스퀘어세븐,인천광역시 서구 청라루비로 76,청라스퀘어7,9,단독,상태미확인,2023,37.5322840014817,126.642099544013
청라스퀘어세븐,인천광역시 서구 청라루비로 76,청라스퀘어7,14,단독,상태미확인,2023,37.5322840014817,126.642099544013
청라스퀘어세븐,인천광역시 서구 청라루비로 76,청라스퀘어7,19,단독,상태미확인,2023,37.5322840014817,126.642099544013
중앙프라자,인천광역시 남동구 청능대로 583,논현동,1,단독,점검중,2024,37.4013780885665,126.723931325397
청라호반베르디움3차,인천광역시 서구 청라에메랄드로76번길 14,,1,단독,충전중,2024,37.530563479359,126.659131219171
청라호반베르디움3차,인천광역시 서구 청라에메랄드로76번길 14,,2,단독,충전중,2024,37.530563479359,126.659131219171
청라호반베르디움3차,인천광역시 서구 청라에메랄드로76번길 14,,3,단독,충전중,2024,37.530563479359,126.659131219171
청라호반베르디움3차,인천광역시 서구 청라에메랄드로76번길 14,,4,단독,사용가능,2024,37.530563479359,126.659131219171
보스시큐리티사옥,인천광역시 미추홀구 매소홀로 556,보스빌딩,1,단독,상태미확인,2023,37.4383076164718,126.683782258622
보스시큐리티사옥,인천광역시 미추홀구 매소홀로 556,보스빌딩,2,단독,상태미확인,2023,37.4383076164718,126.683782258622
가정2동주민센터,인천광역시 서구 서곶로 100,,1,단독,사용가능,2023,37.5214050514945,126.67598148763
가정2동주민센터,인천광역시 서구 서곶로 100,,2,단독,상태미확인,2023,37.5263429209898,126.677739988541
가정1동행정복지센터,인천광역시 서구 가정로406번길 25,가정동 490-17,1,단독,충전중,2024,37.5263429209898,126.677739988541
가정1동행정복지센터,인천광역시 서구 가정로406번길 25,가정동 490-17,2,단독,상태미확인,2024,37.5214050514945,126.67598148763
해양경찰청,인천광역시 연수구 해돋이로 130,,11,단독,사용가능,2023,37.3936198064512,126.649680853226
해양경찰청,인천광역시 연수구 해돋이로 130,,12,단독,사용가능,2023,37.3936198064512,126.649680853226
해양경찰청,인천광역시 연수구 해돋이로 130,,21,단독,사용가능,2023,37.3936198064512,126.649680853226
해양경찰청,인천광역시 연수구 해돋이로 130,,22,단독,사용가능,2023,37.3936198064512,126.649680853226
해양경찰청,인천광역시 연수구 해돋이로 130,,31,단독,사용가능,2023,37.3936198064512,126.649680853226
해양경찰청,인천광역시 연수구 해돋이로 130,,32,단독,사용가능,2023,37.3936198064512,126.649680853226
화개정원 제2공영주차장,인천광역시 강화군 교동면 교동동로471번길 6-62,,11,동시,사용가능,2024,37.4861979167722,126.652751193943
화개정원 제2공영주차장,인천광역시 강화군 교동면 교동동로471번길 6-62,,12,동시,사용가능,2024,37.7834732474445,126.290387103403
인천산업용품유통센터(1단지),인천광역시 동구 방축로37번길 30,1단지,1,단독,상태미확인,2023,37.4861979167722,126.652751193943
인천산업용품유통센터(1단지),인천광역시 동구 방축로37번길 30,1단지,2,단독,상태미확인,2023,37.7834732474445,126.290387103403
인천산업용품유통센터(1단지),인천광역시 동구 방축로37번길 30,1단지,3,단독,상태미확인,2023,37.4861979167722,126.652751193943
인천산업용품유통센터(1단지),인천광역시 동구 방축로37번길 30,1단지,4,단독,상태미확인,2023,37.4861979167722,126.652751193943
